t,d1,v1,a1
1.000,9.065,-20.866,10.972
1.010,8.857,-20.741,13.972
1.020,8.65,-20.587,16.972
1.030,8.445,-20.402,19.972
1.040,8.242,-20.187,22.972
1.050,8.041,-19.942,25.972
1.060,7.843,-19.668,28.972
1.070,7.648,-19.363,31.972
1.080,7.456,-19.028,34.972
1.090,7.268,-18.664,37.972
1.100,7.083,-18.269,40.972
1.110,6.902,-17.844,43.972
1.120,6.726,-17.389,46.972
1.130,6.555,-16.905,49.972
1.140,6.388,-16.39,52.972
1.150,6.227,-15.845,55.972
1.160,6.071,-15.271,58.972
1.170,5.922,-14.666,61.972
1.180,5.778,-14.031,64.972
1.190,5.641,-13.366,67.972
1.200,5.511,-12.672,70.972
1.210,5.388,-11.947,73.972
1.220,5.272,-11.192,76.972
1.230,5.164,-10.408,79.972
1.240,5.064,-9.593,82.972
1.250,4.972,-8.748,85.972
1.260,4.889,-7.874,88.23
1.270,4.815,-7.007,85.23
1.280,4.749,-6.169,82.23
1.290,4.691,-5.362,79.23
1.300,4.642,-4.585,76.23
1.310,4.6,-3.837,73.23
1.320,4.565,-3.12,70.23
1.330,4.537,-2.433,67.23
1.340,4.516,-1.775,64.23
1.350,4.501,-1.148,61.23
1.360,4.493,-0.551,58.23
1.370,4.49,0.016,55.23
1.380,4.493,0.554,52.23
1.390,4.501,1.061,49.23
1.400,4.514,1.538,46.23
1.410,4.532,1.986,43.23
1.420,4.554,2.403,40.23
1.430,4.58,2.79,37.23
1.440,4.61,3.148,34.23
1.450,4.643,3.475,31.23
1.460,4.679,3.772,28.23
1.470,4.718,4.039,25.23
1.480,4.76,4.277,22.23
1.490,4.804,4.484,19.23
1.500,4.849,4.661,16.23
1.510,4.897,4.809,13.23
1.520,4.945,4.926,10.23
1.530,4.995,5.013,7.23
1.540,5.046,5.071,4.23
1.550,5.096,5.098,1.23
1.560,5.147,5.1,0.0
1.570,5.198,5.1,0.0
1.580,5.249,5.1,0.0
1.590,5.3,5.1,0.0
1.600,5.351,5.1,0.0
1.610,5.402,5.1,0.0
1.620,5.453,5.1,0.0
1.630,5.504,5.1,0.0
1.640,5.555,5.098,-1.202
1.650,5.606,5.071,-4.202
1.660,5.657,5.014,-7.202
1.670,5.706,4.927,-10.202
1.680,5.755,4.81,-13.202
1.690,5.803,4.663,-16.202
1.700,5.848,4.486,-19.202
1.710,5.892,4.279,-22.202
1.720,5.934,4.042,-25.202
1.730,5.973,3.775,-28.202
1.740,6.009,3.478,-31.202
1.750,6.042,3.151,-34.202
1.760,6.072,2.794,-37.202
1.770,6.098,2.411,-38.031
1.780,6.12,2.045,-35.031
1.790,6.139,1.71,-32.031
1.800,6.155,1.405,-29.031
1.810,6.167,1.129,-26.031
1.820,6.177,0.884,-23.031
1.830,6.185,0.669,-20.031
1.840,6.191,0.483,-17.031
1.850,6.195,0.328,-14.031
1.860,6.198,0.203,-11.031
1.870,6.199,0.108,-8.031
1.880,6.2,0.042,-5.031
1.890,6.2,0.007,-2.031
1.900,6.2,0.0,0.0
