t,d2,v2,a2
0.010,195.0,0.0,0.0
0.020,195.0,0.0,0.0
0.030,195.0,0.0,0.0
0.040,195.0,0.0,0.0
0.050,195.0,0.0,0.0
0.060,195.0,0.0,0.0
0.070,195.0,0.0,0.0
0.080,195.0,0.0,0.0
0.090,195.0,0.0,0.0
0.100,195.0,0.0,0.0
0.110,195.0,0.0,0.0
0.120,195.0,0.0,0.0
0.130,195.0,0.0,0.0
0.140,195.0,0.0,0.0
0.150,195.0,0.0,0.0
0.160,195.0,0.0,0.0
0.170,195.0,0.0,0.0
0.180,195.0,0.0,0.0
0.190,195.0,0.0,0.0
0.200,195.0,0.0,0.0
0.210,195.0,0.0,0.0
0.220,195.0,0.0,0.0
0.230,195.0,0.0,0.0
0.240,195.0,0.0,0.0
0.250,195.0,0.0,0.0
0.260,195.0,0.0,0.0
0.270,195.0,0.0,0.0
0.280,195.0,0.0,0.0
0.290,195.0,0.0,0.0
0.300,195.0,0.0,0.0
0.310,195.0,0.0,0.0
0.320,195.0,0.0,0.0
0.330,195.0,0.0,0.0
0.340,195.0,0.0,0.0
0.350,195.0,0.0,0.0
0.360,195.0,0.0,0.0
0.370,195.0,0.0,0.0
0.380,195.0,0.0,0.0
0.390,195.0,0.0,0.0
0.400,195.0,0.0,0.0
0.410,195.0,0.0,0.0
0.420,195.0,0.0,0.0
0.430,195.0,0.0,0.0
0.440,195.0,0.0,0.0
0.450,195.0,0.0,0.0
0.460,195.0,0.0,0.0
0.470,195.0,0.0,0.0
0.480,195.0,0.0,0.0
0.490,195.0,0.0,0.0
0.500,195.0,0.0,0.0
0.510,195.0,0.0,0.0
0.520,195.0,0.0,0.0
0.530,195.0,0.0,0.0
0.540,195.0,0.0,0.0
0.550,195.0,0.0,0.0
0.560,195.0,0.0,0.0
0.570,195.0,0.0,0.0
0.580,195.0,0.0,0.0
0.590,195.0,0.0,0.0
0.600,195.0,0.0,0.0
0.610,195.0,0.0,0.0
0.620,195.0,0.0,0.0
0.630,195.0,-0.015,-13.279
0.640,194.998,-0.447,-73.279
0.650,194.989,-1.48,-133.279
0.660,194.967,-3.113,-193.279
0.670,194.925,-5.346,-253.279
0.680,194.858,-8.179,-313.279
0.690,194.759,-11.611,-373.279
0.700,194.623,-15.644,-433.279
0.710,194.444,-20.277,-493.279
0.720,194.216,-25.51,-553.279
0.730,193.932,-31.343,-613.279
0.740,193.587,-37.775,-673.279
0.750,193.175,-44.808,-733.279
0.760,192.689,-52.441,-793.279
0.770,192.124,-60.674,-853.279
0.780,191.473,-69.507,-913.279
0.790,190.732,-78.939,-973.279
0.800,189.893,-88.972,-1033.279
0.810,188.951,-99.421,-1026.879
0.820,187.906,-109.39,-966.879
0.830,186.765,-118.759,-906.879
0.840,185.533,-127.528,-846.879
0.850,184.216,-135.696,-786.879
0.860,182.821,-143.265,-726.879
0.870,181.353,-150.234,-666.879
0.880,179.818,-156.603,-606.879
0.890,178.223,-162.372,-546.879
0.900,176.573,-167.54,-486.879
0.910,174.874,-172.109,-426.879
0.920,173.133,-176.078,-366.879
0.930,171.354,-179.447,-306.879
0.940,169.546,-182.216,-246.879
0.950,167.712,-184.384,-186.879
0.960,165.86,-185.953,-126.879
0.970,163.995,-186.922,-66.879
0.980,162.124,-187.291,-6.879
0.990,160.251,-187.295,0.0
1.000,158.378,-187.295,0.0
1.010,156.505,-187.295,0.0
1.020,154.632,-187.295,0.0
1.030,152.759,-187.295,0.0
1.040,150.886,-187.295,0.0
1.050,149.013,-187.295,0.0
1.060,147.14,-187.295,0.0
1.070,145.267,-187.295,0.0
1.080,143.394,-187.295,0.0
1.090,141.521,-187.295,0.0
1.100,139.648,-187.295,0.0
1.110,137.775,-187.295,0.0
1.120,135.902,-187.295,0.0
1.130,134.029,-187.295,0.0
1.140,132.156,-187.295,0.0
1.150,130.283,-187.295,0.0
1.160,128.411,-187.295,0.0
1.170,126.538,-187.295,0.0
1.180,124.665,-187.295,0.0
1.190,122.792,-187.295,0.0
1.200,120.919,-187.295,0.0
1.210,119.046,-187.295,0.0
1.220,117.173,-187.295,0.0
1.230,115.3,-187.295,0.0
1.240,113.427,-187.295,0.0
1.250,111.554,-187.295,0.0
1.260,109.681,-187.295,0.0
1.270,107.808,-187.295,0.0
1.280,105.935,-187.295,0.0
1.290,104.062,-187.295,0.0
1.300,102.189,-187.295,0.0
1.310,100.316,-187.295,0.0
1.320,98.443,-187.295,0.0
1.330,96.57,-187.295,0.0
1.340,94.697,-187.295,0.0
1.350,92.825,-187.295,0.0
1.360,90.952,-187.295,0.0
1.370,89.079,-187.295,0.0
1.380,87.206,-187.295,0.0
1.390,85.333,-187.295,0.0
1.400,83.46,-187.295,0.0
1.410,81.587,-187.295,0.0
1.420,79.714,-187.295,0.0
1.430,77.841,-187.295,0.0
1.440,75.968,-187.295,0.0
1.450,74.095,-187.295,0.0
1.460,72.222,-187.295,0.0
1.470,70.349,-187.295,0.0
1.480,68.476,-187.295,0.0
1.490,66.603,-187.295,0.0
1.500,64.73,-187.295,0.0
1.510,62.857,-187.295,0.0
1.520,60.984,-187.295,0.0
1.530,59.112,-187.295,0.0
1.540,57.239,-187.295,0.0
1.550,55.366,-187.295,0.0
1.560,53.493,-187.295,0.0
1.570,51.62,-187.295,0.0
1.580,49.747,-187.295,0.0
1.590,47.874,-187.295,0.0
1.600,46.001,-187.295,0.0
1.610,44.128,-187.295,0.0
1.620,42.255,-187.295,0.0
1.630,40.382,-187.295,0.0
1.640,38.509,-187.295,0.0
1.650,36.636,-187.295,0.0
1.660,34.763,-187.295,0.0
1.670,32.89,-187.291,6.436
