t,d0,v0,a0
0.010,59.0,-0.025,-5.0
0.020,58.999,-0.1,-10.0
0.030,58.998,-0.225,-15.0
0.040,58.995,-0.4,-20.0
0.050,58.99,-0.625,-25.0
0.060,58.982,-0.9,-30.0
0.070,58.971,-1.225,-35.0
0.080,58.957,-1.6,-40.0
0.090,58.939,-2.019,-41.429
0.100,58.917,-2.408,-36.429
0.110,58.891,-2.747,-31.429
0.120,58.862,-3.037,-26.429
0.130,58.831,-3.276,-21.429
0.140,58.797,-3.465,-16.429
0.150,58.762,-3.604,-11.429
0.160,58.725,-3.694,-6.429
0.170,58.688,-3.733,-1.429
0.180,58.651,-3.735,0.0
0.190,58.613,-3.735,0.0
0.200,58.576,-3.735,0.0
0.210,58.538,-3.735,0.0
0.220,58.501,-3.735,0.0
0.230,58.464,-3.735,0.0
0.240,58.426,-3.735,0.0
0.250,58.389,-3.735,0.0
0.260,58.352,-3.735,0.0
0.270,58.314,-3.735,0.0
0.280,58.277,-3.735,0.0
0.290,58.24,-3.735,0.0
0.300,58.202,-3.735,0.0
0.310,58.165,-3.735,0.0
0.320,58.128,-3.735,0.0
0.330,58.09,-3.735,0.0
0.340,58.053,-3.721,3.792
0.350,58.016,-3.658,8.792
0.360,57.98,-3.545,13.792
0.370,57.945,-3.382,18.792
0.380,57.912,-3.169,23.792
0.390,57.882,-2.906,28.792
0.400,57.855,-2.593,33.792
0.410,57.83,-2.23,38.792
0.420,57.81,-1.817,43.792
0.430,57.794,-1.354,48.792
0.440,57.783,-0.841,53.792
0.450,57.778,-0.279,58.792
0.460,57.778,0.334,63.792
0.470,57.784,0.997,68.792
0.480,57.798,1.71,73.792
0.490,57.819,2.473,78.792
0.500,57.848,3.283,81.289
0.510,57.884,4.071,76.289
0.520,57.929,4.809,71.289
0.530,57.98,5.497,66.289
0.540,58.039,6.134,61.289
0.550,58.103,6.722,56.289
0.560,58.173,7.26,51.289
0.570,58.248,7.748,46.289
0.580,58.328,8.186,41.289
0.590,58.411,8.574,36.289
0.600,58.499,8.912,31.289
0.610,58.59,9.2,26.289
0.620,58.683,9.438,21.289
0.630,58.778,9.625,16.289
0.640,58.875,9.763,11.289
0.650,58.973,9.851,6.289
0.660,59.072,9.89,1.642
0.670,59.171,9.884,-2.874
0.680,59.269,9.833,-7.389
0.690,59.367,9.736,-11.904
0.700,59.464,9.595,-16.419
0.710,59.559,9.408,-20.934
0.720,59.652,9.176,-25.449
0.730,59.742,8.899,-29.965
0.740,59.83,8.577,-34.48
0.750,59.914,8.209,-38.995
0.760,59.994,7.797,-43.51
0.770,60.07,7.339,-48.025
0.780,60.141,6.836,-52.54
0.790,60.206,6.288,-57.056
0.800,60.266,5.695,-61.571
0.810,60.32,5.057,-66.086
0.820,60.367,4.374,-70.601
0.830,60.407,3.645,-75.116
0.840,60.44,2.871,-79.632
0.850,60.465,2.052,-84.147
0.860,60.481,1.188,-88.662
0.870,60.488,0.279,-93.177
0.880,60.486,-0.675,-97.692
0.890,60.475,-1.675,-102.207
0.900,60.453,-2.719,-106.723
0.910,60.42,-3.809,-111.238
0.920,60.376,-4.944,-115.753
0.930,60.321,-6.124,-120.268
0.940,60.254,-7.349,-124.783
0.950,60.174,-8.62,-129.298
0.960,60.081,-9.935,-133.814
0.970,59.975,-11.296,-138.329
0.980,59.855,-12.68,-138.433
0.990,59.721,-14.065,-138.433
1.000,59.574,-15.449,-138.433
1.010,59.412,-16.833,-138.433
1.020,59.237,-18.238,-142.742
1.030,59.047,-19.688,-147.257
1.040,58.843,-21.18,-150.0
1.050,58.624,-22.68,-150.0
1.060,58.39,-24.18,-150.0
1.070,58.14,-25.68,-150.0
1.080,57.876,-27.18,-150.0
1.090,57.597,-28.68,-150.0
1.100,57.302,-30.18,-150.0
1.110,56.993,-31.68,-150.0
1.120,56.669,-33.18,-150.0
1.130,56.329,-34.68,-150.0
1.140,55.975,-36.18,-150.0
1.150,55.606,-37.68,-150.0
1.160,55.222,-39.18,-150.0
1.170,54.822,-40.68,-150.0
1.180,54.408,-42.18,-150.0
1.190,53.979,-43.68,-150.0
1.200,53.534,-45.18,-150.0
1.210,53.075,-46.68,-150.0
1.220,52.601,-48.18,-150.0
1.230,52.111,-49.68,-150.0
1.240,51.607,-51.18,-150.0
1.250,51.088,-52.68,-150.0
1.260,50.554,-54.169,-146.701
1.270,50.005,-55.611,-141.701
1.280,49.441,-57.003,-136.701
1.290,48.865,-58.345,-131.701
1.300,48.275,-59.637,-126.701
1.310,47.672,-60.879,-121.701
1.320,47.057,-62.071,-116.701
1.330,46.431,-63.213,-111.701
1.340,45.793,-64.305,-106.701
1.350,45.145,-65.347,-101.701
1.360,44.486,-66.34,-96.701
1.370,43.818,-67.282,-91.701
1.380,43.141,-68.174,-86.701
1.390,42.455,-69.016,-81.701
1.400,41.761,-69.808,-76.701
1.410,41.059,-70.55,-71.701
1.420,40.35,-71.242,-66.701
1.430,39.634,-71.884,-61.701
1.440,38.912,-72.476,-56.701
1.450,38.185,-73.018,-51.701
1.460,37.452,-73.51,-46.701
1.470,36.715,-73.952,-41.701
1.480,35.973,-74.344,-36.701
1.490,35.228,-74.686,-31.701
1.500,34.48,-74.978,-26.701
1.510,33.729,-75.22,-21.701
1.520,32.976,-75.412,-16.701
1.530,32.221,-75.554,-11.701
1.540,31.465,-75.646,-6.701
1.550,30.708,-75.688,-1.701
1.560,29.951,-75.68,3.299
1.570,29.195,-75.622,8.299
1.580,28.439,-75.514,13.299
1.590,27.684,-75.356,18.299
1.600,26.932,-75.148,23.299
1.610,26.182,-74.89,28.299
1.620,25.434,-74.582,33.299
1.630,24.69,-74.224,38.299
1.640,23.95,-73.816,43.299
1.650,23.214,-73.358,48.299
1.660,22.483,-72.85,53.299
1.670,21.757,-72.292,58.299
1.680,21.037,-71.684,63.299
1.690,20.324,-71.026,68.299
1.700,19.617,-70.318,73.299
1.710,18.918,-69.56,78.299
1.720,18.226,-68.752,83.299
1.730,17.543,-67.894,88.299
1.740,16.868,-66.986,93.299
1.750,16.203,-66.028,98.299
1.760,15.548,-65.02,103.299
1.770,14.903,-63.962,108.299
1.780,14.269,-62.854,113.299
1.790,13.646,-61.696,118.299
1.800,13.035,-60.488,123.299
1.810,12.436,-59.23,128.299
1.820,11.851,-57.922,133.299
1.830,11.278,-56.564,138.299
1.840,10.719,-55.156,143.299
1.850,10.175,-53.698,148.299
1.860,9.646,-52.201,150.0
1.870,9.131,-50.701,150.0
1.880,8.632,-49.201,150.0
1.890,8.147,-47.701,150.0
1.900,7.678,-46.201,150.0
1.910,7.223,-44.701,150.0
1.920,6.784,-43.201,150.0
1.930,6.359,-41.701,150.0
1.940,5.95,-40.201,150.0
1.950,5.555,-38.701,150.0
1.960,5.176,-37.201,150.0
1.970,4.811,-35.701,150.0
1.980,4.462,-34.201,150.0
1.990,4.127,-32.701,150.0
2.000,3.808,-31.201,150.0
2.010,3.503,-29.701,150.0
2.020,3.213,-28.201,150.0
2.030,2.939,-26.701,150.0
2.040,2.679,-25.201,150.0
2.050,2.435,-23.701,150.0
2.060,2.205,-22.202,149.003
2.070,1.991,-20.737,144.003
2.080,1.791,-19.322,139.003
2.090,1.604,-17.957,134.003
2.100,1.431,-16.642,129.003
2.110,1.271,-15.377,124.003
2.120,1.124,-14.162,119.003
2.130,0.988,-12.997,114.003
2.140,0.863,-11.882,109.003
2.150,0.75,-10.817,104.003
2.160,0.647,-9.802,99.003
2.170,0.554,-8.837,94.003
2.180,0.47,-7.922,89.003
2.190,0.395,-7.057,84.003
2.200,0.329,-6.242,79.003
2.210,0.27,-5.476,74.003
2.220,0.219,-4.761,69.003
2.230,0.175,-4.096,64.003
2.240,0.137,-3.481,59.003
2.250,0.105,-2.916,54.003
2.260,0.078,-2.401,49.003
2.270,0.057,-1.936,44.003
2.280,0.04,-1.521,39.003
2.290,0.026,-1.156,34.003
2.300,0.016,-0.841,29.003
2.310,0.009,-0.576,24.003
2.320,0.005,-0.361,19.003
2.330,0.002,-0.196,14.003
2.340,0.0,-0.081,9.003
2.350,0.0,-0.016,4.003
2.360,0.0,0.0,0.0
