t,d1,v1,a1
1.390,9.118,18.603,31.86
1.400,9.306,18.906,28.86
1.410,9.496,19.18,25.86
1.420,9.689,19.423,22.86
1.430,9.885,19.637,19.86
1.440,10.082,19.821,16.86
1.450,10.281,19.974,13.86
1.460,10.481,20.098,10.86
1.470,10.683,20.191,7.86
1.480,10.885,20.255,4.86
1.490,11.088,20.289,1.86
1.500,11.291,20.292,-1.14
1.510,11.494,20.266,-4.14
1.520,11.696,20.209,-7.14
1.530,11.898,20.123,-10.14
1.540,12.098,20.007,-13.14
1.550,12.298,19.86,-16.14
1.560,12.495,19.684,-19.14
1.570,12.691,19.477,-22.14
1.580,12.885,19.241,-25.14
1.590,13.076,18.975,-28.14
1.600,13.264,18.678,-31.14
1.610,13.45,18.352,-34.14
1.620,13.631,17.996,-37.14
1.630,13.809,17.609,-40.14
1.640,13.983,17.193,-43.14
1.650,14.153,16.746,-46.14
1.660,14.318,16.27,-49.14
1.670,14.478,15.764,-52.14
1.680,14.633,15.227,-55.14
1.690,14.783,14.661,-58.14
1.700,14.926,14.064,-61.14
1.710,15.064,13.44,-63.743
1.720,15.195,12.788,-66.743
1.730,15.32,12.105,-69.743
1.740,15.437,11.393,-72.743
1.750,15.547,10.65,-75.743
1.760,15.65,9.878,-78.743
1.770,15.745,9.075,-81.743
1.780,15.831,8.243,-84.743
1.790,15.91,7.388,-84.753
1.800,15.979,6.555,-81.753
1.810,16.041,5.753,-78.753
1.820,16.094,4.98,-75.753
1.830,16.141,4.238,-72.753
1.840,16.179,3.525,-69.753
1.850,16.211,2.843,-66.753
1.860,16.236,2.19,-63.753
1.870,16.255,1.568,-60.753
1.880,16.268,0.975,-57.753
1.890,16.275,0.413,-54.753
1.900,16.276,-0.12,-51.753
1.910,16.272,-0.622,-48.753
1.920,16.264,-1.095,-45.753
1.930,16.251,-1.537,-42.753
1.940,16.233,-1.95,-39.753
1.950,16.212,-2.332,-36.753
1.960,16.187,-2.685,-33.753
1.970,16.158,-3.008,-30.753
1.980,16.127,-3.3,-27.753
1.990,16.092,-3.563,-24.753
2.000,16.055,-3.795,-21.753
2.010,16.016,-3.998,-18.753
2.020,15.976,-4.17,-15.753
2.030,15.933,-4.313,-12.753
2.040,15.889,-4.425,-9.753
2.050,15.845,-4.508,-6.753
2.060,15.799,-4.56,-3.753
2.070,15.754,-4.583,-0.753
2.080,15.708,-4.584,0.0
2.090,15.662,-4.584,0.0
2.100,15.616,-4.584,0.0
2.110,15.57,-4.584,0.0
2.120,15.524,-4.571,2.763
2.130,15.479,-4.528,5.763
2.140,15.434,-4.456,8.763
2.150,15.39,-4.353,11.763
2.160,15.347,-4.221,14.763
2.170,15.306,-4.058,17.763
2.180,15.266,-3.865,20.763
2.190,15.228,-3.643,23.763
2.200,15.193,-3.39,26.763
2.210,15.161,-3.107,29.763
2.220,15.131,-2.795,32.763
2.230,15.105,-2.452,35.763
2.240,15.082,-2.089,35.402
2.250,15.063,-1.75,32.402
2.260,15.047,-1.441,29.402
2.270,15.034,-1.162,26.402
2.280,15.024,-0.913,23.402
2.290,15.016,-0.694,20.402
2.300,15.01,-0.505,17.402
2.310,15.006,-0.346,14.402
2.320,15.003,-0.217,11.402
2.330,15.001,-0.118,8.402
2.340,15.0,-0.049,5.402
2.350,15.0,-0.01,2.402
2.360,15.0,-0.0,0.0
