t,d2,v2,a2
0.010,0.001,0.3,60.0
0.020,0.008,1.2,120.0
0.030,0.027,2.7,180.0
0.040,0.064,4.8,240.0
0.050,0.125,7.5,300.0
0.060,0.216,10.8,360.0
0.070,0.343,14.7,420.0
0.080,0.512,19.2,480.0
0.090,0.729,24.3,540.0
0.100,1.0,30.0,600.0
0.110,1.331,36.3,660.0
0.120,1.728,43.2,720.0
0.130,2.197,50.7,780.0
0.140,2.744,58.777,816.529
0.150,3.372,66.642,756.529
0.160,4.075,73.908,696.529
0.170,4.848,80.573,636.529
0.180,5.684,86.638,576.529
0.190,6.578,92.104,516.529
0.200,7.524,96.969,456.529
0.210,8.516,101.234,396.529
0.220,9.547,104.899,336.529
0.230,10.612,107.965,276.529
0.240,11.704,110.43,216.529
0.250,12.818,112.295,156.529
0.260,13.948,113.561,96.529
0.270,15.088,114.226,36.529
0.280,16.231,114.337,0.0
0.290,17.374,114.337,0.0
0.300,18.518,114.337,0.0
0.310,19.661,114.337,0.0
0.320,20.804,114.337,0.0
0.330,21.948,114.337,0.0
0.340,23.091,114.337,0.0
0.350,24.234,114.337,0.0
0.360,25.378,114.337,0.0
0.370,26.521,114.337,0.0
0.380,27.665,114.337,0.0
0.390,28.808,114.337,0.0
0.400,29.951,114.337,0.0
0.410,31.095,114.337,0.0
0.420,32.238,114.337,0.0
0.430,33.381,114.337,0.0
0.440,34.525,114.337,0.0
0.450,35.668,114.337,0.0
0.460,36.811,114.337,0.0
0.470,37.955,114.337,0.0
0.480,39.098,114.337,0.0
0.490,40.242,114.337,0.0
0.500,41.385,114.337,0.0
0.510,42.528,114.337,0.0
0.520,43.672,114.337,0.0
0.530,44.815,114.337,0.0
0.540,45.958,114.337,0.0
0.550,47.102,114.337,0.0
0.560,48.245,114.337,0.0
0.570,49.389,114.337,0.0
0.580,50.532,114.337,0.0
0.590,51.675,114.337,0.0
0.600,52.819,114.337,0.0
0.610,53.962,114.337,0.0
0.620,55.105,114.337,0.0
