t,d1,v1,a1
1.570,0.167,0.834,0.0
1.580,0.175,0.834,0.0
1.590,0.183,0.834,0.0
1.600,0.192,0.834,0.0
1.610,0.2,0.834,0.0
1.620,0.208,0.834,0.0
1.630,0.217,0.834,0.0
1.640,0.225,0.834,0.0
1.650,0.233,0.834,0.0
1.660,0.242,0.834,0.0
1.670,0.25,0.834,0.0
1.680,0.258,0.834,0.0
1.690,0.267,0.834,0.0
1.700,0.275,0.834,0.0
1.710,0.283,0.834,0.0
1.720,0.292,0.834,0.0
1.730,0.3,0.834,0.0
1.740,0.309,0.834,0.0
1.750,0.317,0.834,0.0
1.760,0.325,0.834,0.0
1.770,0.334,0.834,0.0
1.780,0.342,0.834,0.0
1.790,0.35,0.834,0.0
1.800,0.359,0.834,0.0
1.810,0.367,0.834,0.0
1.820,0.375,0.834,0.0
1.830,0.384,0.834,0.0
1.840,0.392,0.834,0.0
1.850,0.4,0.834,0.0
1.860,0.409,0.834,0.0
1.870,0.417,0.834,0.0
1.880,0.425,0.834,0.0
1.890,0.434,0.834,0.0
1.900,0.442,0.834,0.0
1.910,0.45,0.834,0.0
1.920,0.459,0.833,-0.952
1.930,0.467,0.808,-3.952
1.940,0.475,0.754,-6.952
1.950,0.482,0.669,-9.952
1.960,0.488,0.555,-12.952
1.970,0.493,0.41,-15.686
1.980,0.496,0.268,-12.686
1.990,0.498,0.156,-9.686
2.000,0.499,0.075,-6.686
2.010,0.5,0.023,-3.686
2.020,0.5,0.001,-0.686
2.030,0.5,0.0,0.0
